datetime "Pyranometer Upper Irradiance [W/m$^2$]" "Pyranometer Lower Irradiance [W/m$^2$]" "Pyrgeometer Upper Irradiance [W/m$^2$]" "Pyrgeometer Lower Irradiance [W/m$^2$]" "Albedo [-]" "Net Solar radiation [W/m$^2$]" "Net (total) radiation [W/m$^2$]" "Net Far Infrared radiation [W/m$^2$]" "Sky temperature [°C]" "Radiometer Ground temperature [°C]"
"2018-11-14 21:07:00" 2.9 -2.1 365.9 370.2 -inf 5.0 0.7 -4.3 10.3 11.1
"2018-11-14 21:08:00" 2.7 -2.0 370.1 371.5 -inf 4.7 3.3 -1.3 11.1 11.4
"2018-11-14 21:09:00" 2.4 0.0 369.6 373.5 -0.2 2.4 -1.5 -4.0 11.0 11.7
"2018-11-14 21:10:00" 4.2 -1.0 370.7 371.3 0.1 5.2 4.6 -0.6 11.2 11.3
"2018-11-14 21:11:00" 3.6 -0.5 367.7 370.3 -0.8 4.1 1.4 -2.7 10.6 11.1
"2018-11-14 21:12:00" 5.5 -0.3 369.8 371.4 -0.6 5.8 4.2 -1.6 11.0 11.3
"2018-11-14 21:13:00" 2.6 1.5 368.7 371.7 -inf 1.0 -1.9 -3.0 10.8 11.4
"2018-11-14 21:14:00" 2.5 -2.7 369.8 370.2 -inf 5.3 4.9 -0.4 11.0 11.1
"2018-11-14 21:15:00" 2.8 -0.3 366.4 371.7 inf 3.1 -2.1 -5.2 10.4 11.4
"2018-11-14 21:16:00" 1.9 -1.3 370.7 370.3 -0.7 3.2 3.6 0.4 11.2 11.1
"2018-11-14 21:17:00" 5.8 -4.3 369.6 370.6 -inf 10.1 9.2 -1.0 11.0 11.2
"2018-11-14 21:18:00" 3.4 -2.7 369.1 370.6 -0.6 6.1 4.5 -1.5 10.9 11.2
"2018-11-14 21:19:00" 2.6 -1.0 370.1 371.1 -0.1 3.7 2.7 -1.0 11.1 11.3
"2018-11-14 21:20:00" 3.4 -0.2 371.2 372.4 -0.6 3.6 2.4 -1.2 11.3 11.5
"2018-11-14 21:21:00" 2.5 -1.4 368.8 371.5 -inf 3.9 1.2 -2.7 10.8 11.4
"2018-11-14 21:22:00" 4.1 -2.9 369.2 370.5 -inf 7.0 5.7 -1.3 10.9 11.2
"2018-11-14 21:23:00" 0.7 -2.7 369.3 371.8 -inf 3.4 0.8 -2.6 10.9 11.4
"2018-11-14 21:24:00" 3.3 -3.0 367.6 371.9 -inf 6.3 2.0 -4.3 10.6 11.4
"2018-11-14 21:25:00" 2.2 0.8 367.9 370.2 inf 1.4 -0.9 -2.3 10.7 11.1
"2018-11-14 21:26:00" 2.2 -0.3 369.8 371.3 1.4 2.5 1.0 -1.5 11.0 11.3
"2018-11-14 21:27:00" 5.2 -0.8 370.1 370.5 -inf 6.0 5.6 -0.4 11.1 11.2
"2018-11-14 21:28:00" 2.7 -3.3 368.6 372.1 -1.5 6.0 2.6 -3.5 10.8 11.5
"2018-11-14 21:29:00" 6.4 -1.3 371.6 372.6 -0.4 7.7 6.7 -1.0 11.4 11.6
"2018-11-14 21:30:00" 2.0 2.6 368.3 369.4 -inf -0.6 -1.7 -1.1 10.7 10.9
"2018-11-14 21:31:00" 4.2 -0.7 368.5 370.6 -inf 5.0 2.8 -2.1 10.8 11.2
"2018-11-14 21:32:00" 5.0 -1.9 368.4 372.7 -0.2 6.9 2.6 -4.3 10.8 11.6
"2018-11-14 21:33:00" 3.9 -2.3 369.1 370.3 inf 6.2 5.0 -1.2 10.9 11.1
"2018-11-14 21:34:00" 4.8 -1.9 367.5 369.1 inf 6.7 5.1 -1.6 10.6 10.9
"2018-11-14 21:35:00" 4.7 -3.1 369.6 369.0 -inf 7.9 8.5 0.6 11.0 10.9
"2018-11-14 21:36:00" 4.6 -3.5 367.9 372.4 -inf 8.1 3.5 -4.5 10.7 11.5
"2018-11-14 21:37:00" 4.1 -1.7 366.4 371.0 -inf 5.8 1.2 -4.6 10.4 11.3
"2018-11-14 21:38:00" 3.6 1.0 370.7 371.9 -0.6 2.6 1.5 -1.2 11.2 11.4
"2018-11-14 21:39:00" 0.1 -3.7 367.9 372.6 -inf 3.9 -0.9 -4.7 10.7 11.6
"2018-11-14 21:40:00" 2.6 -2.6 371.0 371.0 -inf 5.2 5.2 -0.0 11.2 11.3
"2018-11-14 21:41:00" 4.8 -0.3 366.5 369.3 -0.1 5.1 2.3 -2.7 10.4 10.9
"2018-11-14 21:42:00" 3.4 -2.6 370.2 372.3 1.5 6.0 3.9 -2.1 11.1 11.5
"2018-11-14 21:43:00" 5.0 -0.1 369.5 372.5 -0.0 5.1 2.1 -3.0 11.0 11.5
"2018-11-14 21:44:00" 3.4 -0.1 367.3 369.6 0.6 3.5 1.2 -2.3 10.5 11.0
"2018-11-14 21:45:00" 3.0 -2.6 369.8 370.9 0.2 5.6 4.5 -1.1 11.0 11.2
"2018-11-14 21:46:00" 3.2 -0.5 370.3 371.0 0.7 3.7 3.0 -0.7 11.1 11.3
"2018-11-14 21:47:00" 3.3 -1.5 370.1 370.9 -inf 4.8 4.1 -0.8 11.1 11.2
"2018-11-14 21:48:00" 3.5 0.1 370.1 370.5 inf 3.4 3.0 -0.4 11.1 11.2
"2018-11-14 21:49:00" 4.2 0.4 365.4 373.0 -inf 3.8 -3.8 -7.6 10.2 11.6
"2018-11-14 21:50:00" 4.2 -1.4 368.0 372.8 0.4 5.6 0.9 -4.8 10.7 11.6
"2018-11-14 21:51:00" 3.2 -2.3 369.0 371.2 -1.2 5.5 3.3 -2.2 10.9 11.3
"2018-11-14 21:52:00" 2.2 -1.2 369.4 371.0  3.4 1.8 -1.6 11.0 11.3
"2018-11-14 21:53:00" 0.8 2.4 367.3 369.9 -inf -1.5 -4.2 -2.7 10.5 11.1
"2018-11-14 21:54:00" 3.5 0.8 369.1 370.5  2.7 1.3 -1.3 10.9 11.2
"2018-11-14 21:55:00" 3.1 0.9 367.6 370.9  2.2 -1.0 -3.2 10.6 11.2
"2018-11-14 21:56:00" 2.7 -0.0 369.1 369.9 -inf 2.8 1.9 -0.8 10.9 11.0
"2018-11-14 21:57:00" 2.8 -1.9 368.6 371.4  4.7 1.9 -2.8 10.8 11.3
"2018-11-14 21:58:00" 3.7 -1.0 369.5 371.2 0.4 4.7 2.9 -1.8 11.0 11.3
"2018-11-14 21:59:00" 1.1 -0.9 366.6 371.7 -0.3 2.0 -3.0 -5.1 10.4 11.4
"2018-11-14 22:00:00" 4.9 -1.9 366.1 372.3 -inf 6.7 0.5 -6.2 10.3 11.5
"2018-11-14 22:01:00" 3.8 -1.1 367.9 371.1 0.2 4.9 1.7 -3.2 10.7 11.3
"2018-11-14 22:02:00" 2.3 -3.5 368.1 370.0 inf 5.8 3.8 -1.9 10.7 11.1
"2018-11-14 22:03:00" 3.2 -0.9 368.7 370.8 -inf 4.1 2.0 -2.1 10.8 11.2
"2018-11-14 22:04:00" 2.0 -2.3 370.7 370.5 -0.2 4.3 4.4 0.1 11.2 11.2
"2018-11-14 22:05:00" 4.1 -0.7 369.4 371.6 -1.6 4.9 2.6 -2.2 11.0 11.4
"2018-11-14 22:06:00" 3.3 -1.6 369.3 371.3 -2.0 5.0 3.1 -1.9 10.9 11.3
"2018-11-14 22:07:00" 3.8 1.2 366.3 370.4 inf 2.5 -1.6 -4.2 10.3 11.2
"2018-11-14 22:08:00" 4.7 1.0 366.8 370.2 0.3 3.7 0.3 -3.5 10.4 11.1
"2018-11-14 22:09:00" 3.9 -4.4 368.3 371.3 -inf 8.3 5.3 -3.0 10.7 11.3
"2018-11-14 22:10:00" 6.0 0.0 365.8 370.5 -inf 6.0 1.3 -4.7 10.3 11.2
"2018-11-14 22:11:00" 2.5 -0.3 370.4 370.8 inf 2.8 2.4 -0.3 11.1 11.2
"2018-11-14 22:12:00" 2.6 -0.8 367.9 371.6 -inf 3.4 -0.4 -3.8 10.6 11.4
"2018-11-14 22:13:00" 3.0 -0.7 370.3 370.8 0.1 3.7 3.3 -0.5 11.1 11.2
"2018-11-14 22:14:00" 4.6 -2.5 370.2 368.9 -0.2 7.1 8.3 1.3 11.1 10.9
"2018-11-14 22:15:00" 3.1 0.3 370.3 372.1 -0.5 2.7 0.9 -1.8 11.1 11.5
"2018-11-14 22:16:00" 2.3 0.9 370.3 370.2 -inf 1.4 1.6 0.2 11.1 11.1
"2018-11-14 22:17:00" 3.9 -1.3 369.7 370.2 inf 5.2 4.7 -0.5 11.0 11.1
"2018-11-14 22:18:00" 3.1 -1.3 371.1 372.0 -0.3 4.4 3.6 -0.8 11.3 11.4
"2018-11-14 22:19:00" 2.5 -3.6 369.4 371.3 -1.4 6.1 4.2 -1.9 11.0 11.3
"2018-11-14 22:20:00" 3.8 -0.9 367.4 370.8 0.5 4.6 1.3 -3.4 10.6 11.2
"2018-11-14 22:21:00" 4.7 -2.4 370.2 370.5 -1.6 7.1 6.8 -0.3 11.1 11.2
"2018-11-14 22:22:00" 5.0 -3.4 368.2 370.2 -inf 8.4 6.4 -2.0 10.7 11.1
"2018-11-14 22:23:00" 3.6 -0.6 367.3 372.0 -inf 4.3 -0.4 -4.7 10.5 11.5
"2018-11-14 22:24:00" 3.4 -3.2 371.2 370.5 -1.5 6.6 7.3 0.7 11.3 11.2
"2018-11-14 22:25:00" 2.5 -2.1 370.4 369.7 -0.1 4.6 5.3 0.7 11.1 11.0
"2018-11-14 22:26:00" 3.7 -1.5 371.1 371.2 -0.5 5.2 5.1 -0.1 11.3 11.3
"2018-11-14 22:27:00" 3.7 -2.4 368.8 371.8 -inf 6.0 3.1 -3.0 10.8 11.4
"2018-11-14 22:28:00" 6.2 -0.5 370.6 368.5 0.2 6.7 8.9 2.2 11.2 10.8
"2018-11-14 22:29:00" 5.9 -1.1 371.5 369.6 inf 7.1 9.0 1.9 11.4 11.0
"2018-11-14 22:30:00" 4.4 0.6 368.2 370.5 -0.5 3.8 1.5 -2.3 10.7 11.2
"2018-11-14 22:31:00" 1.5 -3.1 367.7 369.6 1.8 4.6 2.7 -1.9 10.6 11.0
"2018-11-14 22:32:00" 5.3 -0.5 369.9 372.3 -0.1 5.8 3.4 -2.4 11.1 11.5
"2018-11-14 22:33:00" 3.2 -1.6 369.0 370.8 -inf 4.9 3.0 -1.9 10.9 11.2
"2018-11-14 22:34:00" 4.9 -2.9 369.6 368.8 -0.7 7.8 8.6 0.8 11.0 10.8
"2018-11-14 22:35:00" 2.7 -3.7 370.1 371.9 0.6 6.5 4.7 -1.7 11.1 11.4
"2018-11-14 22:36:00" 4.1 -1.2 369.1 371.4 -inf 5.4 3.1 -2.3 10.9 11.3
"2018-11-14 22:37:00" 4.2 0.2 370.2 369.1 -inf 4.0 5.1 1.1 11.1 10.9
"2018-11-14 22:38:00" 3.3 -0.6 369.2 371.6 inf 3.9 1.4 -2.5 10.9 11.4
"2018-11-14 22:39:00" 4.2 -0.1 369.2 369.6 -0.1 4.3 3.9 -0.3 10.9 11.0
"2018-11-14 22:40:00" 5.9 -1.2 369.1 368.2 inf 7.1 8.0 0.9 10.9 10.7
"2018-11-14 22:41:00" 3.8 -1.8 368.9 371.2 -1.3 5.5 3.2 -2.3 10.9 11.3
"2018-11-14 22:42:00" 3.3 -0.1 370.2 367.9 -inf 3.4 5.8 2.4 11.1 10.7
"2018-11-14 22:43:00" 4.0 -1.0 369.1 372.2 -inf 5.1 1.9 -3.1 10.9 11.5
"2018-11-14 22:44:00" 2.7 0.4 372.7 368.1 -0.6 2.4 6.9 4.5 11.6 10.7
"2018-11-14 22:45:00" 3.9 -2.2 369.3 368.9 -0.8 6.1 6.6 0.5 10.9 10.8
"2018-11-14 22:46:00" 3.9 -1.2 367.9 370.7 inf 5.2 2.3 -2.9 10.7 11.2
"2018-11-14 22:47:00" 4.2 -3.0 368.8 369.7 -1.2 7.2 6.3 -0.8 10.8 11.0
"2018-11-14 22:48:00" 4.6 -1.2 369.0 367.1 -0.3 5.9 7.8 1.9 10.9 10.5
"2018-11-14 22:49:00" 4.4 -0.4 367.3 369.2 0.7 4.8 2.9 -1.9 10.5 10.9
"2018-11-14 22:50:00" 4.8 -1.6 368.7 370.3 -0.0 6.4 4.8 -1.6 10.8 11.1
"2018-11-14 22:51:00" 4.1 -1.6 368.4 370.1 -2.2 5.8 4.1 -1.7 10.8 11.1
"2018-11-14 22:52:00" 4.6 -1.5 367.7 369.5 -0.7 6.2 4.4 -1.8 10.6 11.0
"2018-11-14 22:53:00" 3.3 0.1 368.0 370.7 0.3 3.2 0.5 -2.7 10.7 11.2
"2018-11-14 22:54:00" 4.1 -0.7 367.0 372.4 -inf 4.9 -0.5 -5.4 10.5 11.5
"2018-11-14 22:55:00" 4.2 -1.2 368.7 370.0 0.2 5.4 4.1 -1.3 10.8 11.1
"2018-11-14 22:56:00" 0.6 -2.6 365.4 370.6 -0.5 3.2 -2.0 -5.1 10.2 11.2
"2018-11-14 22:57:00" 5.7 0.2 368.3 371.4 -1.2 5.5 2.4 -3.1 10.7 11.3
"2018-11-14 22:58:00" 2.5 -0.7 367.8 372.3 0.2 3.2 -1.4 -4.6 10.6 11.5
"2018-11-14 22:59:00" 5.1 -0.7 371.0 371.5 -inf 5.8 5.4 -0.5 11.3 11.4
"2018-11-14 23:00:00" 3.6 -1.9 369.9 368.6 inf 5.5 6.8 1.3 11.0 10.8
"2018-11-14 23:01:00" 2.8 -2.5 366.9 370.2 1.1 5.3 2.0 -3.3 10.5 11.1
"2018-11-14 23:02:00" 2.5 0.2 369.5 367.1 -inf 2.4 4.7 2.4 11.0 10.5
"2018-11-14 23:03:00" 3.7 -1.7 368.1 370.3 -inf 5.4 3.2 -2.2 10.7 11.1
"2018-11-14 23:04:00" 3.8 -0.4 368.6 370.3 1.9 4.2 2.5 -1.7 10.8 11.1
"2018-11-14 23:05:00" 4.0 -2.7 365.9 369.0 -1.1 6.8 3.6 -3.1 10.3 10.9
"2018-11-14 23:06:00" 2.8 -4.0 366.9 368.3 0.7 6.8 5.4 -1.4 10.5 10.7
"2018-11-14 23:07:00" 7.0 -4.9 366.1 371.2 -1.4 11.9 6.8 -5.1 10.3 11.3
"2018-11-14 23:08:00" 6.0 -3.0 370.2 372.0 -0.8 9.0 7.1 -1.8 11.1 11.5
"2018-11-14 23:09:00" 4.4 -3.5 370.4 369.1 -0.3 7.9 9.2 1.3 11.2 10.9
"2018-11-14 23:10:00" 4.6 -1.2 368.9 369.0 -inf 5.8 5.6 -0.1 10.8 10.9
"2018-11-14 23:11:00" 4.0 -0.1 367.2 369.7 -0.1 4.1 1.7 -2.4 10.5 11.0
"2018-11-14 23:12:00" 3.6 -0.6 367.9 369.8 -0.1 4.2 2.3 -1.9 10.7 11.0
"2018-11-14 23:13:00" 3.3 -2.9 370.3 369.9 -0.9 6.2 6.6 0.4 11.1 11.0
"2018-11-14 23:14:00" 4.7 -1.7 370.0 368.2 -0.2 6.4 8.1 1.7 11.1 10.7
"2018-11-14 23:15:00" 3.9 -1.4 369.4 370.1 0.0 5.4 4.6 -0.7 10.9 11.1
"2018-11-14 23:16:00" 4.8 -2.2 368.7 370.7 0.2 7.0 5.0 -2.0 10.8 11.2
"2018-11-14 23:17:00" 4.7 -2.3 368.7 371.3 inf 7.0 4.5 -2.6 10.8 11.3
"2018-11-14 23:18:00" 3.7 -2.6 367.7 370.7 -0.7 6.3 3.3 -3.0 10.6 11.2
"2018-11-14 23:19:00" 5.2 -0.3 368.9 369.0 inf 5.4 5.3 -0.1 10.8 10.9
"2018-11-14 23:20:00" 3.6 -4.0 369.3 370.9 0.1 7.6 6.0 -1.6 10.9 11.2
"2018-11-14 23:21:00" 3.6 0.1 367.5 371.6 -inf 3.5 -0.6 -4.1 10.6 11.4
"2018-11-14 23:22:00" 3.5 -0.4 369.0 370.6 -1.1 3.9 2.3 -1.6 10.9 11.2
"2018-11-14 23:23:00" 4.7 -1.2 369.3 368.8 -inf 5.9 6.4 0.5 10.9 10.8
"2018-11-14 23:24:00" 3.2 -1.0 370.3 368.5 -0.5 4.2 6.0 1.8 11.1 10.8
"2018-11-14 23:25:00" 2.4 -1.0 371.6 370.3 inf 3.4 4.8 1.3 11.4 11.1
"2018-11-14 23:26:00" 3.7 -0.4 367.1 369.7 inf 4.0 1.5 -2.5 10.5 11.0
"2018-11-14 23:27:00" 5.3 -1.5 368.0 368.1 inf 6.8 6.7 -0.1 10.7 10.7
"2018-11-14 23:28:00" 1.9 -2.5 368.4 370.5 1.6 4.4 2.3 -2.1 10.8 11.2
"2018-11-14 23:29:00" 5.1 -0.2 371.3 370.5 inf 5.3 6.1 0.8 11.3 11.2
"2018-11-14 23:30:00" 2.3 0.3 367.3 370.6 -inf 2.0 -1.2 -3.3 10.6 11.2
"2018-11-14 23:31:00" 5.1 -1.0 368.0 368.9 -0.9 6.1 5.1 -0.9 10.7 10.9
"2018-11-14 23:32:00" 2.7 -0.5 368.5 369.9 inf 3.2 1.8 -1.4 10.8 11.0
"2018-11-14 23:33:00" 5.3 -1.1 367.5 368.6 0.8 6.4 5.3 -1.1 10.6 10.8
"2018-11-14 23:34:00" 3.3 -2.1 368.8 371.1 -1.4 5.4 3.1 -2.3 10.8 11.3
"2018-11-14 23:35:00" 4.1 -1.3 367.3 368.0 -1.9 5.4 4.7 -0.7 10.6 10.7
"2018-11-14 23:36:00" 5.2 -0.6 370.6 370.3 0.7 5.8 6.1 0.3 11.2 11.1
"2018-11-14 23:37:00" 3.2 1.0 367.7 369.8  2.2 0.1 -2.1 10.6 11.0
"2018-11-14 23:38:00" 6.1 -1.3 367.7 368.7 -0.6 7.5 6.4 -1.0 10.6 10.8
"2018-11-14 23:39:00" 3.1 -3.1 371.4 369.8 -inf 6.2 7.8 1.6 11.3 11.0
"2018-11-14 23:40:00" 5.4 -0.2 365.3 367.9 -inf 5.6 3.1 -2.5 10.2 10.7
"2018-11-14 23:41:00" 2.8 -0.5 367.6 369.5 inf 3.3 1.4 -1.9 10.6 11.0
"2018-11-14 23:42:00" 2.9 0.7 368.9 370.0 0.2 2.2 1.1 -1.1 10.9 11.1
"2018-11-14 23:43:00" 4.9 1.0 366.4 370.0 -1.0 3.8 0.2 -3.6 10.4 11.1
"2018-11-14 23:44:00" 3.0 -0.6 367.2 370.3 0.4 3.6 0.6 -3.0 10.5 11.1
"2018-11-14 23:45:00" 3.0 0.4 368.4 368.6 inf 2.6 2.4 -0.2 10.8 10.8
"2018-11-14 23:46:00" 4.3 -0.7 366.2 370.1 -0.2 5.0 1.2 -3.8 10.3 11.1
"2018-11-14 23:47:00" 4.3 -3.0 365.9 370.9 -1.8 7.3 2.4 -5.0 10.3 11.2
"2018-11-14 23:48:00" 3.8 -1.3 368.2 368.4 0.9 5.1 4.9 -0.2 10.7 10.8
"2018-11-14 23:49:00" 3.7 -1.3 370.0 369.7 inf 4.9 5.3 0.3 11.1 11.0
"2018-11-14 23:50:00" 4.7 -2.7 366.3 369.0 0.1 7.5 4.9 -2.6 10.4 10.9
"2018-11-14 23:51:00" 3.7 0.8 367.9 368.9 0.2 2.9 1.8 -1.1 10.7 10.9
"2018-11-14 23:52:00" 3.3 -1.8 370.1 367.7 0.9 5.1 7.5 2.4 11.1 10.6
"2018-11-14 23:53:00" 3.5 -0.7 368.0 369.2 -inf 4.2 2.9 -1.2 10.7 10.9
"2018-11-14 23:54:00" 4.1 0.4 368.2 367.2 -0.9 3.7 4.7 1.0 10.7 10.5
"2018-11-14 23:55:00" 4.6 -0.7 368.3 368.1 -inf 5.3 5.5 0.2 10.7 10.7
"2018-11-14 23:56:00" 3.6 0.8 366.2 370.6 inf 2.8 -1.6 -4.4 10.3 11.2
"2018-11-14 23:57:00" 3.0 -1.1 367.0 370.9 -0.9 4.1 0.2 -3.9 10.5 11.2
"2018-11-14 23:58:00" 2.6 -0.6 366.5 370.3 0.7 3.2 -0.6 -3.8 10.4 11.1
